Date,AGG_r1w,EEM_r1w,EWJ_r1w,FEZ_r1w,GC=F_r1w,HG=F_r1w,IWM_r1w,LQD_r1w,SHY_r1w,TIP_r1w,TLT_r1w,VNQ_r1w,XLE_r1w,XLF_r1w,^GSPC_r1w,^NDX_r1w,AGG_r4w,EEM_r4w,EWJ_r4w,FEZ_r4w,GC=F_r4w,HG=F_r4w,IWM_r4w,LQD_r4w,SHY_r4w,TIP_r4w,TLT_r4w,VNQ_r4w,XLE_r4w,XLF_r4w,^GSPC_r4w,^NDX_r4w,AGG_r12w,EEM_r12w,EWJ_r12w,FEZ_r12w,GC=F_r12w,HG=F_r12w,IWM_r12w,LQD_r12w,SHY_r12w,TIP_r12w,TLT_r12w,VNQ_r12w,XLE_r12w,XLF_r12w,^GSPC_r12w,^NDX_r12w,AGG_vol4w,EEM_vol4w,EWJ_vol4w,FEZ_vol4w,GC=F_vol4w,HG=F_vol4w,IWM_vol4w,LQD_vol4w,SHY_vol4w,TIP_vol4w,TLT_vol4w,VNQ_vol4w,XLE_vol4w,XLF_vol4w,^GSPC_vol4w,^NDX_vol4w,AGG_vol12w,EEM_vol12w,EWJ_vol12w,FEZ_vol12w,GC=F_vol12w,HG=F_vol12w,IWM_vol12w,LQD_vol12w,SHY_vol12w,TIP_vol12w,TLT_vol12w,VNQ_vol12w,XLE_vol12w,XLF_vol12w,^GSPC_vol12w,^NDX_vol12w,AGG_dd12w,EEM_dd12w,EWJ_dd12w,FEZ_dd12w,GC=F_dd12w,HG=F_dd12w,IWM_dd12w,LQD_dd12w,SHY_dd12w,TIP_dd12w,TLT_dd12w,VNQ_dd12w,XLE_dd12w,XLF_dd12w,^GSPC_dd12w,^NDX_dd12w,AGG_ma4w,EEM_ma4w,EWJ_ma4w,FEZ_ma4w,GC=F_ma4w,HG=F_ma4w,IWM_ma4w,LQD_ma4w,SHY_ma4w,TIP_ma4w,TLT_ma4w,VNQ_ma4w,XLE_ma4w,XLF_ma4w,^GSPC_ma4w,^NDX_ma4w,AGG_ma12w,EEM_ma12w,EWJ_ma12w,FEZ_ma12w,GC=F_ma12w,HG=F_ma12w,IWM_ma12w,LQD_ma12w,SHY_ma12w,TIP_ma12w,TLT_ma12w,VNQ_ma12w,XLE_ma12w,XLF_ma12w,^GSPC_ma12w,^NDX_ma12w
2004-12-31,0.003611134623165979,0.02947483291468833,0.02745118974257177,0.03739093343800115,0.0006793201739641042,0.007130780082130972,0.013943347437425757,0.002591007650084576,-0.00012257426371187208,0.0053699336878398896,-0.0018028611627453062,0.0076951720786955224,0.012759574247825922,0.018993256099345768,0.013339519646860865,0.010747793347859469,0.00684156053164231,0.02684779051355979,0.022497483946973595,0.0357799957460303,-0.016470051407822872,-0.00369496741385833,0.032605877118500715,0.009326560987763077,0.00227238956611453,0.01487918146577738,0.007968204613234775,0.0451866682237303,-0.027014756570493792,0.03707347083733992,0.023235936161557946,0.02249946748058229,0.012139127968629593,0.14425127334055987,0.06888114407528567,0.15073459441042392,0.05339688652320462,0.05326707960945409,0.11028168416351014,0.02005919161901626,-0.0002105882396535863,0.03345826751997927,0.02136919077748778,0.12524013707058934,0.03422605357782338,0.06323269653319552,0.06949182932639197,0.11069286041468329,0.002398014645584663,0.03258770963615955,0.03299167094422984,0.021302380430780452,0.030710444173061544,0.03852944547617965,0.013058686353229315,0.0067717923640776495,0.0016589210734692065,0.003460389757933046,0.009564251341262478,0.01085691996697714,0.02842480089498797,0.007987839337939761,0.00660163524615658,0.01382443636949577,0.0026120466026719165,0.024481426333529906,0.02151222911041367,0.01756892527482997,0.018567040024152694,0.04456201424121627,0.01875854416973694,0.00486130586821019,0.0016638934031166874,0.0038190575757484587,0.008309187218057285,0.018282324494618488,0.02266046157256056,0.021195036649436574,0.015687619610031858,0.01533457609446446,0.0,0.0,0.0,0.0,-0.03092106601648159,-0.00369496741385833,0.0,0.0,-0.0038615931562153705,0.0,-0.0055810499562841676,0.0,-0.027014756570493792,0.0,0.0,-0.0003902408779020705,0.0026816132568687756,0.027359425699431172,0.02167734193429882,0.024429275522953597,-0.0032705640749457476,0.024171309678508113,0.01393905940461071,0.004858426260518911,-0.00045958593509065615,0.008052323644880621,0.002064664764320545,0.0085343755175602,0.015287158297199399,0.016967022899891937,0.011920146238371565,0.003909836545948231,0.004335908932899146,0.07589162839864305,0.04249199624200406,0.06982932320673418,0.012777160170995172,0.04586998079354099,0.06432955588003453,0.006459057705854532,-0.0009136191008678463,0.016070107113622445,0.005411303121380273,0.05607982936935363,0.01784222993019635,0.048510167566865325,0.04148644555267089,0.05069593782091397
2005-01-07,-0.0011242505725127527,0.01569987446103549,0.03409102833366995,0.002251339318413148,-0.009956990172566238,0.0026972005350993644,0.002477334636072248,-0.0021201450170873493,0.00041825815374374464,-0.0031296847496569136,0.003354254664088341,0.00408368091532485,-0.005203266496138559,-0.0016348619470807346,0.0014792121964395388,0.0045545371998374495,0.004051435268918935,0.03635591635763036,0.042279139340962724,0.02642393403010246,-0.040570175438596534,0.03623696714276181,0.017809028700877416,0.012041338407816626,-0.00019477865994654842,0.013199619514814298,0.016551291256618805,0.022726565377736874,0.01283582985854581,0.02330624866873765,0.017419847070090144,0.004162518955340033,0.00774637446465265,0.15629630528852378,0.10088100784800891,0.14640331439186172,0.03403449229202149,0.009161842607495085,0.13362206713490465,0.009607623363748541,-0.0013789381129447609,0.02675847663925679,0.018969161138348234,0.1260945737311343,0.007238536077443181,0.06480600058230701,0.0800078672223472,0.13288983575410684,0.0027895432448183074,0.0328562396508901,0.03599459518080219,0.021449678664492034,0.028068034483910386,0.03068463997241999,0.011697433582714115,0.005908574630889383,0.0006783774023984419,0.0042853909126076666,0.00831298821449493,0.004382701842936213,0.014278346143571105,0.009238497705984694,0.006806019688440611,0.008018092325423918,0.0025777130218516756,0.024418538447647496,0.022989531693904344,0.01771732564191236,0.018964091650713773,0.04262861807739668,0.01690456305978222,0.004498469897845404,0.001594097521345743,0.0041683896449874825,0.00823545017348921,0.018258204015175816,0.021988752419554693,0.02114587315087923,0.015139581590136052,0.013470989204307575,-0.0011242505725127527,0.0,0.0,0.0,-0.040570175438596534,-0.0010077329468448637,0.0,-0.0021201450170873493,-0.0034449501452956666,-0.0031296847496569136,-0.0022455155550421546,0.0,-0.03207745808886775,-0.0016348619470807346,0.0,0.0,0.0005434589750903385,0.03402591455993331,0.04530786751786642,0.019995493965104583,-0.00279217842243229,0.017796025439066554,0.011951469389635871,-0.00025389390976970905,7.182472209432689e-06,0.0016192726200132679,0.0013278732459776066,0.006987918035677332,0.006782657717782303,0.009468682858347233,0.009039949166102845,0.007429310548503487,0.0025625136975719887,0.07949519539274097,0.06922944144244858,0.06014061672430082,-5.7137267140183745e-05,0.04785953764352069,0.055899964779478006,0.003525964061607212,-0.000380773730916939,0.01066690908782486,0.007207466889480374,0.05000295503559471,0.011932499879472536,0.041267744641364734,0.03635391656050779,0.04470267814399764
2005-01-14,-0.0009770818158790773,-0.051424344209334616,-0.03479860125409895,-0.027452318805079923,-0.04251429966517861,-0.048419655182918464,-0.058996411709897445,0.0018820134136841027,-0.0012288055679942067,-0.009262084158882633,-0.00011253700711544301,-0.05375772164360981,-0.03716992523647644,-0.015067208094145412,-0.021230858147456733,-0.03473520571767852,-0.00015571372980249798,0.022747574196725573,0.05096535200615593,0.010921455178561246,-0.03457017794653061,0.009632518967588766,-0.03131006301408468,0.002527303321877117,-0.0019123946251491386,-0.001888415374003083,0.00030603731261624745,-0.04224724965627047,-0.012741091683210026,0.007217263208156854,-0.0015236183449074403,-0.025137665233833317,0.002361355483946115,0.1243874945805159,0.08434603572699362,0.12263180202769175,0.0004776252295741745,0.07522794700585389,0.07594343006531412,0.006554347758685797,-0.004185253739240613,0.010739659530617285,0.01058115563018891,0.044604983457143366,-0.001790583492296327,0.07828959053461393,0.07037537779342418,0.09352337555495427,0.0024493307252576695,0.03904809793784392,0.03203228786753254,0.026591111793260246,0.02537853477566559,0.040548776257313096,0.03474470155276033,0.002096035325609189,0.0007626906613700102,0.007087861480365513,0.002291648817333025,0.029055500907448246,0.02484163744460355,0.014183320525730124,0.0148072078519266,0.020148681912578476,0.0023220326772515005,0.02893998015261227,0.024949488781911937,0.02045317427785449,0.022882216662317798,0.030797802833977476,0.02595774493362315,0.004328077165779279,0.0015269333014102146,0.005084129044135741,0.007976258092152721,0.025568353294267317,0.023155963480203847,0.019653595141631976,0.016310683067527754,0.018669735610258784,-0.002100233903600923,-0.051424344209334616,-0.03479860125409895,-0.027452318805079923,-0.08135966250770965,-0.04937859404796063,-0.058996411709897445,-0.00024212174476434534,-0.004669522539369808,-0.012362781504997367,-0.002357799858557552,-0.05375772164360981,-0.06805506660640481,-0.016677437236064185,-0.021230858147456733,-0.03473520571767852,-0.00039525163538745023,-0.024468675418451435,-0.003259273259496598,-0.010656440260664035,-0.0369561575585432,-0.03371747522314017,-0.040365966746724435,0.000995754259525361,-0.0007435581200260222,-0.007191810096455864,0.0011385207520639984,-0.0370267310853718,-0.02759816615069277,-0.007508919892610266,-0.012010598047033638,-0.021429515292897716,0.0013860287598772558,0.014406858582198367,0.025163750171159238,0.02145044261018847,-0.04260547453096375,-0.008640836186640022,-0.012167547802887091,0.004866381218163518,-0.0012598785428131754,0.00041903708931601,0.006209941550279208,-0.009943093835873662,-0.02553903100660182,0.019254062926596482,0.008744974937742178,0.001218915820869082
2005-01-21,0.0011732942965712034,0.025487150768447986,0.029411807808431556,-0.0056449619871810075,0.009071421260239854,0.013427599942038126,0.00845243971750742,0.005459659484942314,0.0004912451079328584,0.007822002795524474,0.01840926376960228,-0.005793158580824631,0.04260807213923412,-0.010974538256028454,-0.0014078030985663625,-0.0023645510340805087,0.002678374621436719,0.017146082314639433,0.055667272103197885,0.005475457688665308,-0.04279889863057207,-0.026145977748948113,-0.03542732921829628,0.007820738743122613,-0.00044274970782853806,0.0007075503045352871,0.01986827286140236,-0.04812880998527436,0.011373193526975633,-0.008997416989992013,-0.00810578800570716,-0.022234609783041703,0.0005236321014729928,0.14553506299918206,0.11968043321166544,0.10768831030951875,-0.004474785372521106,0.09507448509688143,0.09108809367259196,0.008905320786068982,-0.004059922488461987,0.011114410186519041,0.016008058551532534,0.04133675515883506,0.03135471078655283,0.09214365147720271,0.08102289784813399,0.08542324724600214,0.002223794748366109,0.03793322808785868,0.0326772356545635,0.026943995037555343,0.022606032933134262,0.028428733707443744,0.03396799831095675,0.0031251274032090327,0.0007942366329824529,0.007862166327980685,0.009218243150380155,0.02845349304489395,0.03339020768519537,0.015188017746219432,0.014347755648032591,0.020245184954410186,0.0021755589750224297,0.029237394936064667,0.025506356894807694,0.0209396092025507,0.022651591623242154,0.030633685236441457,0.025683645193113055,0.004503528379971043,0.001532704919529854,0.005128797693271541,0.008832741153372787,0.025657495665024694,0.026164893189328742,0.018192150696423607,0.015608107330961098,0.018884924348563426,-0.0009294037994902471,-0.027247853454918536,-0.006410283217755164,-0.03294231349614629,-0.07302628901966834,-0.03661403011249886,-0.05104263560591704,0.0,-0.004180571311540815,-0.004637480420965456,0.0,-0.059239453218009164,-0.028346689654576762,-0.027468948319132935,-0.022608772378137965,-0.037017623585160364,0.00010918165150619608,-0.0038050461153403825,0.012362983270759687,-0.017557032012265994,-0.017547908873837836,-0.014263609658922927,-0.023578269943103858,0.004499518219919452,-0.00014198552558986055,0.00039700416611299083,0.014530979264903321,-0.030877040814448087,0.01095256763379715,-0.01620915528099398,-0.011408860766908946,-0.018294858062972374,0.002517114353290051,0.028929216383532852,0.045488028700232386,0.007394894961538112,-0.033570824585825276,-0.002579315239169877,-0.010674390898691377,0.009602298669987075,-0.0004299535549120437,0.007313990811407933,0.02335663901789009,-0.01887331995323971,0.013372508563790797,0.0009737978680406378,0.0010267992445041063,-0.0076492430147836465
2005-01-28,0.005956417327011243,-0.014515102738085539,-0.023963287554189416,-0.01290365014571826,0.009462975832706721,0.029637390949271758,-0.010822620960763252,0.002492761308257707,0.0015980186918660433,0.0009464688900406859,0.009315749141808105,0.008458393208331305,-0.001645560208217156,-0.006725059653352461,-0.014056346992473268,-0.03681353091222639,0.005021477610626102,-0.02631704012402236,0.0028408395326320335,-0.04327180606513292,-0.034396881419766934,-0.004383011157442551,-0.05898739925841312,0.007721979927171496,0.0012772922886021831,-0.003695400761871248,0.031228271249228667,-0.047407869541139736,-0.0030122215393930674,-0.034009277656424364,-0.03492187582747974,-0.0682439279140914,0.0066787199194386915,0.10402759299305275,0.07083786677408854,0.05863133689552491,-0.004200671628865282,0.09573289121061701,0.04955460670721723,0.011420280933419846,-0.002589233250773315,0.013705160883579648,0.02982952404958561,0.03313692623667608,0.039620492950723785,0.038920277081325505,0.03333042432558364,0.011380787423814764,0.0033041895461862277,0.03463168925525451,0.03562216213561557,0.012630141562976645,0.024430293710305136,0.03370780202880025,0.030595753827926744,0.0031188227259806764,0.0011649191107913032,0.007173529814532585,0.008107882235160787,0.028631085818181422,0.032793980645643254,0.0057588124113257585,0.010684289619463619,0.021489892342567176,0.0027599225176524493,0.029946442806200912,0.026988837783957508,0.02031167872490937,0.0226621235900066,0.030672719689588426,0.025295271539350177,0.004523318466094936,0.0016291732584595442,0.005066168894218681,0.008918533002497436,0.025397885490968615,0.02592005076892179,0.014413955817263431,0.014518335020957833,0.02070991372871733,0.0,-0.04136745080071369,-0.030219959311893807,-0.045420887553519695,-0.06425435919510691,-0.008061783487899654,-0.0613128414686791,0.0,0.0,-0.003695400761871248,0.0,-0.051282130598442444,-0.02994560367826371,-0.034009277656424364,-0.036347322620990274,-0.07246840506723728,0.004803538402198493,-0.011708922417187684,-0.012587526481626754,-0.019482392461412923,0.000586253081746646,0.016086045131888493,-0.01930171563005345,0.005064606945496042,0.0011360634317436613,0.002274483688531559,0.016105036194514533,-0.01064968494495866,0.010058999625050413,-0.014347852028818497,-0.016634042633670187,-0.03777508896444104,0.007926544559508253,0.005984541729920245,0.014726556645668909,-0.010147082466536061,-0.024090844248431775,0.019359694368819014,-0.025135152623350754,0.011156024274778575,0.001384259972730284,0.007123320050974602,0.0303211955666296,-0.013184274545100738,0.008464694222173996,-0.008834268143101953,-0.01565533253044471,-0.045037108660449854
2005-02-04,0.0,0.02413440519838561,0.0,0.010980486734847972,-0.0021092673735988443,-0.009481922010563748,0.010200553394255296,0.0023966316665098297,-0.0011043406341898487,9.551112238082027e-05,0.004833749046282421,-0.03504171605587658,0.019505388045744976,-0.0006768949636788424,0.002988337956250753,-0.0027799564192330095,0.006152645298137749,-0.018231424421976783,-0.030219959311893807,-0.03493914427193823,-0.02674288504464284,-0.016476134893288807,-0.05173771298757868,0.012283305741852324,-0.00024661391682601064,-0.0004720351629587949,0.03274886721718362,-0.08452683279514805,0.021750853942064108,-0.033082375080396464,-0.033467602748535996,-0.07504690247861201,0.011008834712682436,0.08311291128409315,0.03639567982659364,0.033399618362979,-0.01798897186520043,0.06093579423049511,0.0221679899127456,0.018554508076599863,-8.110555258400431e-06,0.018178168396746353,0.04970378134327946,-0.0008082853537471069,0.042396403845784913,0.009632129546103263,0.004450415643238115,-0.016902277321560133,0.003073895593930056,0.036608957746782814,0.02848905886202703,0.015978765091870878,0.024587205907744283,0.03385269148460272,0.03224236263466408,0.0016235573458557265,0.0013551933686537555,0.007019858385616389,0.007871310578009,0.028095933085001114,0.03388470784868223,0.00615157378839909,0.011183431142786473,0.019188767649838543,0.002318574581983054,0.028333068158441315,0.02561678459670759,0.01804097501454892,0.022345685255907344,0.030669315001768917,0.023213079162675912,0.004176662473630315,0.0012579836545857708,0.004788027171915711,0.007211519153031618,0.027677973461750875,0.026057587215436804,0.012077404702960594,0.011316379182010077,0.019191034416793623,0.0,-0.018231424421976783,-0.030219959311893807,-0.03493914427193823,-0.06622809694524401,-0.017467264296165075,-0.05173771298757868,0.0,-0.0011043406341898487,-0.0036002425913649327,0.0,-0.08452683279514805,-0.011024316252527422,-0.034663151911339174,-0.033467602748535996,-0.07504690247861201,0.0032624281200144267,0.016921274494501315,-0.004933119973183686,0.00025862233469675644,0.0053715512871577165,0.0107118032417306,0.004273003095156769,0.004403682712787571,9.214444563987456e-05,0.0024888509501697076,0.012818667598192945,-0.023806072470977546,0.024147912603121657,-0.006645893590682572,-0.005201764843032142,-0.02140312404972089,0.007005531277144872,0.023520301389885923,0.011722187475474044,-0.001968000698020278,-0.0246993923879677,0.004838100057748429,-0.016940655231630908,0.012022238156501608,0.00027906690592049976,0.005712408183635498,0.031089352454708452,-0.04770286137274893,0.024564890619511726,-0.010284547456337556,-0.013073542818065609,-0.04639075021959427
2005-02-11,0.0034988571777960775,0.04001587401335294,-0.000944264008353124,0.028445718808499443,-0.02771251322512036,-0.030427346358785856,0.03241074828907342,0.0033522033012243213,0.00013627241730218564,0.0019114912056961142,0.016948435930915773,0.03438274733033175,0.052276357501232606,0.030148925832231166,0.02703698635890084,0.02336176370789733,0.010660527726765956,0.07640850466222782,0.0037949733169921895,0.020528581430312887,-0.01169728805891368,0.002120156227358727,0.040374542128724045,0.013768758778738732,0.001119806486241215,0.010800674668307808,0.050370550784087476,0.0007475584851202033,0.1166708384384394,0.01130672149901546,0.014196788644709635,-0.01937619725337325,0.014843730000613897,0.09944416853570903,0.039469819095095504,0.048796131632894424,-0.05457865775201198,-0.007002794573005344,0.026923373550774343,0.021786039809926327,0.0006173332630075024,0.019929714948503152,0.0667663803767029,-0.008019733390785433,0.09169459650736145,0.02577627446453956,0.015926754310323865,-0.015349005345633215,0.0026366588541240463,0.023332250474081627,0.021871695121017318,0.018431235387544407,0.017439607571992793,0.026280004996044857,0.01768468086864132,0.0014226440867262165,0.0011133813392658909,0.00349832064674326,0.006417635189154445,0.028949346592592254,0.0241772379017037,0.01862288277414701,0.017189964579690756,0.024683813611818997,0.0023960198458033437,0.029527273774705126,0.025555572070243684,0.019317865742939356,0.023253696156315874,0.030643389487431876,0.0237267710053046,0.0041830250143459705,0.0012488066737111536,0.004770570216817295,0.008001493512808114,0.026718627197698817,0.02959094355027119,0.01436302534611702,0.013074083649600709,0.019371701777319845,0.0,0.0,-0.031135687700334813,-0.007487294536807965,-0.09210526315789469,-0.04736312815427102,-0.02100382269119805,0.0,-0.0009682187080555238,-0.0016956332177204825,0.0,-0.05305035019944515,0.0,-0.005559282875194249,-0.0073354795086124636,-0.0534383667734295,0.004106917044601088,0.03813002048915681,-0.006805936756682729,0.023417255904591983,-0.019654281297129317,-0.02054914126597218,0.026496538005422732,0.004333994412613507,-5.1258601391657166e-05,0.0017174075628425545,0.01742100862945395,0.00956778011524384,0.04818093610515772,0.020384152766690367,0.018054592632126276,0.006437439139481027,0.009285744168533006,0.05600455766620693,0.007544397189301222,0.022353184960840267,-0.04738163731140643,-0.025178316077653973,0.0126755352755481,0.013586047895277842,0.00036392457874212525,0.0059842106798151384,0.04286136668009899,-0.014306128343254065,0.07005055272948546,0.017382205624423053,0.012269524170857027,-0.022874054213603
2005-02-18,-0.00029200036803611606,0.016497223191901167,0.0018904399230543767,0.003519988173444677,0.01570048309178751,0.03490831393169902,-0.0014203788166345932,0.0010634483680624918,0.0,0.00831779041259395,0.0015105471026517492,0.016059927397703788,0.035083234150514064,0.005261300958399939,0.0018869184276113504,-0.002593682913592743,0.009181347761175962,0.06697217531140076,-0.023041527423137587,0.029934772608259497,-0.0052046655866991864,0.02336119649547963,0.030189204023086447,0.009336217457716067,0.0006282527522172288,0.011297927612216485,0.03294149258079848,0.022744412185261798,0.10861146563046131,0.027908329811278776,0.017542995436327313,-0.019601421983760137,0.01415150126263387,0.11846576380259677,0.032343718063806204,0.06087233614581988,-0.05886300024957747,-0.00978409041823558,0.03591958614744439,0.021135449164520814,0.0015983074997705238,0.022846401251890525,0.06365553240165478,0.037611082835912635,0.11508597937448628,0.05018391561650959,0.029871733025290892,-0.013916523822276039,0.0029896920082545355,0.022899874064368633,0.012196416016857203,0.01715600871644013,0.019175161788335778,0.03141632842057441,0.01864668026296177,0.0009451503817166232,0.0011094432158162502,0.0037409458262414068,0.006679602859287736,0.029423594238689427,0.022942227034120976,0.01618855360234125,0.016944634291087814,0.024677009730353517,0.0024257042929206937,0.02946322597110475,0.02550375481299068,0.018947927908675364,0.022841168240891583,0.030325791281250732,0.023439375418083587,0.004188520045613045,0.0012065495490077985,0.005042482056629602,0.008078743763908013,0.025504612654717988,0.030612812631189475,0.012863493504075464,0.012410399995796325,0.01935630175023284,-0.00029200036803611606,0.0,-0.029304107924340794,-0.003993661551583982,-0.07785087719298245,-0.014108181168968614,-0.022394368123013653,0.0,-0.0009682187080555238,0.0,0.0,-0.03784240757436719,0.0,-0.0003272309771136239,-0.00546240253246133,-0.055893447508191696,0.001527102374293099,0.03806673186686105,0.0009443591023861053,0.019412296550087582,-0.0029638411381149865,0.007811815798897559,0.017398303898283896,0.003069957496409037,-0.000208182454639938,0.007208153757595426,0.010746680806225761,0.019964520507835593,0.05686984152292873,0.0186603284715825,0.015511154321355303,0.008889119113657085,0.007808579630236512,0.06335087579974608,0.006795654071936941,0.020943395682097243,-0.027520811773226184,0.00968979946380899,0.008290947690222872,0.012891257839350523,0.0002308657233871525,0.012440233282573487,0.039024607338471684,-0.0014966791913033628,0.09713998776046817,0.018586575266857253,0.01169953267889512,-0.024290055248869624
2005-02-25,-0.003105072971166911,0.017135795734886106,0.004716738764911188,0.014783709737594686,0.015695614990524742,0.01839868493670571,-0.008293585361013434,-0.008497918486141898,-0.001723481865409604,-0.006374170112943611,-0.020798527833473357,0.0009186218517303057,0.04032727972115935,-0.025514616868634876,-0.0030781405936386452,-0.009872516517468788,9.080781895942636e-05,0.10124020731077055,0.005665584050118966,0.05882372018642923,0.0009374124327192757,0.01219099644915378,0.03282309479602641,-0.0017294895469823768,-0.002690031866080078,0.003901580971696461,0.002122310146275286,0.01509783095191497,0.15521973393293265,0.00846362060688266,0.028873051661663318,0.007821027407530545,0.01198928108055819,0.10104660488766193,0.031211737770213466,0.04925187396718522,-0.049410154223468505,0.004030931787379233,0.003589183725992706,0.015361461054384185,0.0008529959291698752,0.015073797036434522,0.041651334443533194,0.01066854801144923,0.12062598161926763,0.010282234704929838,0.016014831958113485,-0.03982866255408535,0.0027059289184043,0.010941361998270336,0.002496388827180985,0.010448173039656727,0.020531847444618837,0.029028477080129535,0.017839564873142907,0.005465537786326368,0.0008939458758890983,0.006043639857841127,0.015747167567854096,0.02945209746423946,0.013589336706750782,0.022853494998844565,0.01347977304571916,0.014619942566643052,0.002663557514740695,0.028653909882648175,0.025494483049808662,0.01807751727123878,0.023437340119121967,0.030792914015479095,0.022708164786756302,0.0049920903209873775,0.00128544358474328,0.005582641764076144,0.010993234571111963,0.024337796458723533,0.031037409808560564,0.015075393409149297,0.01223382269100334,0.018640934447909617,-0.003396166656752575,0.0,-0.024725588981247548,0.0,-0.0633771795975534,0.0,-0.03050222388039292,-0.008497918486141898,-0.002690031866080078,-0.006374170112943611,-0.020798527833473357,-0.03695854858515679,0.0,-0.025833498672739874,-0.008523729083126041,-0.06521415504191763,-0.0016053399438207272,0.030839501219338983,0.004243146219669258,0.019830210941866877,0.012445200067285445,0.023192159744243934,0.0009367303004250704,-0.005025454799189477,-0.0012591333504574642,-0.00018415339871424852,-0.010793719652825828,0.017040757283800056,0.06032944737848456,-0.009393601817162756,0.005245422529259969,-0.003003340165613433,0.003683716816481386,0.07269928376783197,0.008970187635685578,0.031855000397025934,-0.008012993615224784,0.027913141926090512,-0.00036929698389742693,0.003013819002225082,-0.0015638195093101714,0.004735966590080798,0.013976857633674733,-0.001457302291143714,0.12981716905838336,-0.008237190529477023,0.00725096263114966,-0.030685771708603427
2005-03-04,-0.0024330224414917945,0.03519643724356358,0.004694847818814685,0.014814581738604726,0.018262673101152593,-0.0036802128139015178,0.01210676174365477,0.00035661109258477985,-0.0004930134255118901,-0.0033027047482464544,0.0015394752277728685,-0.017627654761007694,0.05041596343641919,0.005706827741954079,0.008139240152690741,0.00758875532184744,-0.002342435559993805,0.11313508595255439,0.010387030923853624,0.06283925835822646,0.02137155087928333,0.018119649285856854,0.034771990983162526,-0.0037611128738496147,-0.002079675105301715,0.0004904324893106882,-0.0011630744184772945,0.033416732548607,0.1902450580726871,0.014905733353228978,0.03415688623990065,0.018299964114684597,0.007862611260048835,0.13257228548616395,0.021280524920170185,0.05280771391063954,-0.04627194320946404,0.03763067747763427,-0.001289898480536178,0.020619394688179193,-0.0025201017936898884,0.013218025121763954,0.04862114991356181,-0.03243389616488146,0.23174399236928211,0.004201367839012926,0.016958075192161637,-0.054199701856271765,0.0029737559733279528,0.012165891671717721,0.002703935850135123,0.010198817977754206,0.02216571344595653,0.02830968468321966,0.01793515744449796,0.005203839986932525,0.000846599147346975,0.006436900158559871,0.015538339135187684,0.02211472369931881,0.008196641369244181,0.022798710184112288,0.013185043827625583,0.014400665106930385,0.0028281952473193208,0.029656031750885242,0.025245124419346513,0.01822847499615256,0.023701047759853926,0.02862849173454829,0.022424412153882037,0.0046300797089483346,0.0009350789056145922,0.005687944691876189,0.010684581097080521,0.02352042845597558,0.027851599993264954,0.014776848376508715,0.012277100507100933,0.017155503669262707,-0.005820926148553451,0.0,-0.0201468240399304,0.0,-0.015840688157238936,-0.0036802128139015178,-0.0187647452939097,-0.008144337845553129,-0.0031817190697669417,-0.009655822859291896,-0.01929107142407427,-0.05393471081123746,0.0,-0.020274098257683115,-0.0004538656084392967,-0.05812029398620433,-0.0034518588671150763,0.038950643587265965,0.00634836829309382,0.01934522224435198,0.02540523170405984,0.014823631591497799,0.004505930393419844,-0.003734724528481448,-0.001232077054203251,-0.003607930127153436,-0.008985044081315396,-0.00889233191943306,0.06632888163978246,-0.007371387749822045,0.005017317193170445,4.912953772140405e-05,0.0005904341567832816,0.09855499280570168,0.011925930304764965,0.04257817915996709,0.014245442961386079,0.020970208998318585,0.01184317660933143,0.0016794230165326773,-0.0018463436977115277,0.00032858912452726763,0.011568523705980827,-0.01636392269884257,0.16509899751871893,-0.0029241047406391996,0.014018362915737326,-0.018753289921981886
